order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD070984,ID0587652966,2019-05-07,Nickolson,"[('Universe Note', 1), ('iStream', 1), ('Candle Inferno', 2)]",4460.0,65.75,-37.8253478,144.9585279,10,4079.75,Autumn,False,1.2266,good quality phone received in good condition both cosmetically and functionally!,1.0
ORD415612,ID6145331905,2019-05-31,Nickolson,"[('pearTV', 2), ('iStream', 2), ('Alcon 10', 1), ('Candle Inferno', 1)]",22300.0,66.73,-37.804539,144.9742998,25,16791.73,Autumn,True,1.6194,"wrong phone was supposed to be an unlocked t-mobile phone, received a verizon locked phone.now am out $20 for the connection fee from t-mobile and have to wait again.also screen was burned and was never mentioned.",0.0
ORD136154,ID0575429255,2019-02-28,Nickolson,"[('pearTV', 1), ('Toshika 750', 2), ('Lucent 330S', 2), ('Thunder line', 2)]",21770.0,74.59,-37.8187246,144.9837431,0,21844.59,Summer,False,1.2481,"love it great one, same as description!",1.0
ORD063999,ID4326568606,2019-07-16,Nickolson,"[('iAssist Line', 2), ('iStream', 2), ('Toshika 750', 2)]",13390.0,65.82,-37.8088745,144.9701116,25,10108.32,Winter,False,1.0832,great looking cell phone!!!! the phone is great!!!! it was brand new and my wife loves it. i bought it for her birthday and she is extremely happy with it.,1.0
ORD273931,ID0582798986,2019-01-30,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 1), ('iStream', 1)]",2760.0,79.8,-37.8222433,144.982888,5,2701.8,Summer,True,1.2411,na piece of crap. should have known better. it worked for a while but started going crazy. i don't recamend. nope,0.0
ORD044683,ID4633573542,2019-11-30,Thompson,"[('iAssist Line', 2), ('pearTV', 2), ('Lucent 330S', 1)]",18300.0,74.99,-37.8055116,144.94382990000003,10,16544.99,Spring,False,0.8466,"best androuid value for $800 less, l can do anything with this phone that you can do with your note 9, except draw on the screen",1.0
ORD154513,ID0030943327,2019-07-12,Nickolson,"[('Toshika 750', 1), ('iStream', 2)]",4620.0,69.86,-37.8051695,144.9692462,25,3534.86,Winter,False,1.4947,"great product, excellent value and problem free shipping great product, excellent value and problem free shipping! i will refer you to others and look forward to buying from you again!",
ORD236543,ID0575434476,2019-09-02,Nickolson,"[('Toshika 750', 1), ('Alcon 10', 1), ('Universe Note', 1), ('Thunder line', 1)]",18900.0,78.86,-37.8185265,144.98409980000002,25,14253.86,Spring,False,1.2794,the phone is mad premium i love it i like everything about it,1.0
ORD234117,ID3334124361,2019-03-30,Nickolson,"[('iStream', 2), ('Toshika 750', 2), ('Candle Inferno', 1)]",9370.0,76.87,-37.8170985,144.9679526,25,7104.37,Autumn,True,0.218,my best phone i ever own. i love everything about this phone. there two issues i'm having the screen brightness goes low for no reason and my setting are turn off but not all the time and sometimes the screen don't pick up my fingers on the screen but i don't know why.,1.0
ORD233552,ID4315294431,2019-12-21,,"[('Lucent 330S', 2), ('Alcon 10', 1)]",11410.0,93.31,-37.8170275,144.9532475,5,10932.81,Summer,True,0.7281,"great budget phone!! watch review on youtube @ c butler, amazing value and excellent cameras!!",1.0
ORD180827,ID0767661788,2019-05-30,Nickolson,"[('pearTV', 1), ('Universe Note', 1), ('Toshika 750', 1), ('Olivia x460', 2)]",16530.0,65.64,-37.80819620000001,144.97330580000005,0,16595.64,Autumn,False,1.2037,"value value value this was a like new phone , absolutely no issues . works like i unboxed it and the price and quality ensure i will use this vendor many more times",1.0
ORD316535,ID0702354049,2019-03-03,Thompson,"[('iAssist Line', 1), ('Thunder line', 1), ('Candle Inferno', 2)]",5265.0,64.62,-37.8057852,144.942916,25,4013.37,Autumn,False,0.8493,great phone! i have been pleasantly surprised by the quality of this phone. i have had no issues or complaints in the month i have had it. i dropped it twice before the case came and not a scratch. it is a little bit bigger than i'd like but still fits in jean pocket. great phone!,1.0
ORD308642,ID0616938663,2019-11-02,Nickolson,"[('Candle Inferno', 2), ('pearTV', 1), ('Lucent 330S', 1)]",8400.0,75.56,-37.8186716,144.96128169999997,15,7215.56,Spring,False,0.7272,great phone dislike placement of buttons on side.,1.0
ORD172301,ID4544561905,2019-01-29,Nickolson,"[('iStream', 2), ('Universe Note', 1)]",3750.0,73.13,-37.8114037,144.97310900000005,15,3260.63,Summer,False,0.8595,"great phone amazing for a sub $200 phone... works great, lots of memory, fast and intuitive. definitely recommend.",1.0
ORD212110,ID0250479899,2019-07-11,Bakers,"[('Universe Note', 1), ('iStream', 1)]",3600.0,77.31,-37.8180298,145.0040517,5,3497.31,Winter,True,1.1838,good quality good quality,1.0
ORD394009,ID0663120915,2019-07-11,Thompson,"[('pearTV', 1), ('Universe Note', 2), ('Candle Inferno', 1), ('Olivia x460', 2)]",16090.0,53.86,-37.8002297,144.9550618,25,12121.36,Winter,False,1.5533,screen broke in less than 2 weeks i had been using the phone for less than 2 weeks when i noticed that the front screen was broken. i don't know what caused it to break. the screen protector i put on it when it arrived is the only thing holding the glass together.,0.0
ORD211078,ID2975544030,2019-09-24,Bakers,"[('Toshika 750', 2), ('iAssist Line', 2), ('iStream', 1)]",13240.0,98.85,-37.8117298,144.9910722,25,10028.85,Spring,True,0.4136,good business great product awesome,
ORD379242,ID0591351805,2019-07-04,Nickolson,"[('pearTV', 1), ('Alcon 10', 2), ('Candle Inferno', 1), ('Toshika 750', 2)]",33280.0,79.4,-37.8209535,144.95703740000005,25,25039.4,Winter,True,1.1313,a few glitches but not that bad of a phone. it's pretty great but the phone i got has glitches. it sometimes closes my keyboard. or it closes an app. it maybe just this phone.,1.0
ORD258175,ID2383211223,2019-07-12,Nickolson,"[('Olivia x460', 1), ('Universe Note', 1)]",4675.0,75.42,-37.8135115,144.96559209999995,25,3581.67,Winter,True,0.6644,"like new condition, at a very lo price. beautiful, perfect working phone.",1.0
ORD335576,ID0663480239,2019-10-22,Nickolson,"[('pearTV', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",31745.0,76.12,-37.82515460000001,144.96774119999995,0,31821.12,Spring,False,0.7473,good buy great phone for the money,1.0
ORD362993,ID1463620715,2019-10-12,Bakers,"[('Alcon 10', 1), ('Toshika 750', 1), ('iStream', 1), ('Olivia x460', 1)]",14645.0,67.45,-37.8162256,145.0076725,0,14712.45,Spring,False,1.2953,kind of blows one of the speaker is already blown lots of games are not compatible with it and it does not charge meaning it takes more than 10 hours to get a charge.,0.0
ORD351675,ID6167413258,2019-07-15,Nickolson,"[('iAssist Line', 2), ('Universe Note', 1), ('Olivia x460', 2), ('Alcon 10', 2)]",28250.0,63.96,-37.8134138,144.9663584,10,25488.96,Winter,False,0.6415,five stars it's great,1.0
ORD052920,ID0202484608,2019-07-31,Thompson,"[('Candle Inferno', 1), ('Toshika 750', 1), ('Lucent 330S', 2), ('Olivia x460', 2)]",9660.0,,-37.80188070000001,144.9308808,15,8294.97,Winter,True,1.8629,combat medic approved simple and reliable. perfect for a soldier in training and on the go. everything i need to allow me to talk to my family on a daily basis. great product.,1.0
ORD238683,ID0652430419,2019-01-27,Nickolson,"[('Alcon 10', 2), ('Toshika 750', 1), ('iAssist Line', 2)]",26670.0,80.08,-37.8049363,144.97577890000005,10,24083.08,Summer,False,1.6161,"best awesome smartphone, better than more of other brands this year. with fingerprint scan, super battery of 4500mah, a good camera of 64mp, android 9.0, and the price... please what more you need",1.0
ORD224495,ID0294625488,2019-08-07,Nickolson,"[('Toshika 750', 2), ('Lucent 330S', 2), ('pearTV', 2), ('Candle Inferno', 1)]",24150.0,61.38,-37.8191593,144.9643655,25,18173.88,Winter,False,0.4603,"basically new came in original box with all accessories. looks and works like new, but got a black and white instead of just black.",
ORD084213,ID0247024622,2019-07-04,Nickolson,"[('pearTV', 1), ('Olivia x460', 2), ('Alcon 10', 2), ('Lucent 330S', 1)]",,72.65,-37.8150106,144.9695624,0,,Winter,True,0.399,clean clean,1.0
ORD041767,ID4518640808,2019-08-01,Thompson,"[('Thunder line', 2), ('iAssist Line', 2), ('Alcon 10', 1)]",17760.0,75.24,-37.8077005,144.9424056,5,16947.24,Winter,True,0.6889,highly recommend the manufacture i have many of the xiaomi phone. they have fast qualcomm processors long battery life and very high quality.,1.0
ORD467065,ID4735836862,2019-08-27,Thompson,"[('Toshika 750', 2), ('iStream', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",12025.0,61.76,-37.8035011,144.94997519999995,15,10283.01,Winter,True,1.0525,could not get it to work properly. i put the app on my phone and my computer. i reached out for help. they responded and it still didn't work. i finally got frustrated and returned it.,0.0
ORD414134,ID0710013194,2019-06-14,Thompson,"[('Alcon 10', 1), ('Lucent 330S', 2), ('Thunder line', 1)]",13590.0,68.43,-37.8170882,144.932764,25,10260.93,Winter,False,1.3506,five stars great phone for a great price!,1.0
ORD242365,ID1458422326,2019-06-26,Bakers,"[('Toshika 750', 2), ('Lucent 330S', 2), ('pearTV', 1), ('Olivia x460', 1)]",,82.33,-37.81632570000001,145.00888730000003,25,,Winter,True,1.3923,this product is really awesome for kids to play in all sorts.we can use a strong case and let kids play in it .,1.0
ORD303077,ID0363400141,2019-02-19,Thompson,"[('Alcon 10', 1), ('iAssist Line', 1), ('pearTV', 2)]",23795.0,84.95,-37.7995463,144.96284450000005,10,21500.45,Summer,False,2.015,"very nice looking. all whats in the advertising very nice looking. all whats in the advertising. yet, sim try went loose and i couldn't locate it. ( it fall by it self after few days of installation).",1.0
ORD064066,ID1449266740,2019-02-19,Bakers,"[('Toshika 750', 1), ('iAssist Line', 2), ('iStream', 1), ('Olivia x460', 2)]",11370.0,74.11,-37.8164058,144.9839794,10,10307.11,Summer,False,1.22,"i guess good, my friend use my email to buy it i guess good, my friend use my email to buy it, not mines",1.0
ORD432028,ID2187986713,2019-11-18,Nickolson,"[('Toshika 750', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",13320.0,86.21,-37.8115651,144.9720377,15,11408.21,Spring,True,0.8125,"wrong phone, wanted the universe mega did not meet my needs thought i was buying the universe mega and recieved the universe s4, i am in the process of reordering the universe mega today.",0.0
ORD353068,ID1449431625,2019-06-11,Nickolson,"[('Lucent 330S', 1), ('Olivia x460', 2), ('Toshika 750', 2), ('iStream', 2)]",12620.0,61.18,-37.813381,144.97386930000005,5,12050.18,Winter,True,0.6936,two stars bad quality screen,0.0
ORD297142,ID0246075173,2019-06-22,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('iStream', 2), ('Alcon 10', 1)]",20115.0,,-37.8151776,144.9731826,10,18175.68,Winter,True,0.4967,"great windows phone absolutely love this phone. camera is pretty impressive and the snapdragon dual core processor keeps apps running smoothly and almost no ""hang time"".",1.0
ORD438289,ID1837192185,2019-04-01,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 1)]",9810.0,82.46,-37.80716760000001,144.96273459999995,10,8911.46,Autumn,True,1.4062,my daughter loves this tablet! she plays multiple games and has taken video. easy to use and the color is very vivid!,1.0
ORD171397,ID0137157901,2019-03-22,Thompson,"[('Toshika 750', 1), ('iAssist Line', 1), ('Alcon 10', 1), ('pearTV', 1)]",21805.0,80.43,-37.8038393,144.9480384,5,20795.18,Autumn,True,0.9871,"decent no frills phone this phone gets the job done. it is not nearly as capable nor does it have the features of a universe, however it is a smart phone and it works perfectly fine.",1.0
ORD317758,ID0207085152,2019-09-17,Bakers,"[('Lucent 330S', 2), ('pearTV', 2), ('Thunder line', 1), ('Universe Note', 1)]",20710.0,84.7,-37.81877070000001,145.0146248,15,17688.2,Spring,False,1.9653,xp very great phone,1.0
ORD076325,ID0845692519,2019-01-06,Nickolson,"[('Thunder line', 1), ('Toshika 750', 1), ('iStream', 2)]",6800.0,86.82,-37.819959,144.968404,25,5186.82,Summer,True,0.1823,five stars great phone and great seller. thanks!,1.0
ORD448104,ID0122754902,2019-11-03,Thompson,"[('Alcon 10', 1), ('Candle Inferno', 2), ('Lucent 330S', 1)]",11040.0,97.99,-37.814308,144.9431697,10,10033.99,Spring,True,0.3882,five stars great at&t replacement!,1.0
ORD132633,ID4633573544,2019-11-02,Thompson,"[('iStream', 1), ('Universe Note', 1), ('Olivia x460', 2)]",6050.0,103.33,-37.8053807,144.94338059999995,10,5548.33,Spring,True,0.8742,good stuff works great,
ORD155097,ID0591261641,2019-10-19,Nickolson,"[('iAssist Line', 1), ('pearTV', 1), ('Alcon 10', 2)]",26435.0,99.12,-37.8207919,144.9616702,5,25212.37,Spring,True,0.7349,four stars the phone works great and was delivered on time.,1.0
ORD069233,ID0477079747,2019-09-24,Bakers,"[('Thunder line', 1), ('Universe Note', 1), ('iStream', 2)]",5930.0,108.09,-37.8061899,144.9783206,0,6038.09,Spring,True,1.5465,works great bought on gold day and couldn't be happier.,1.0
ORD321545,ID6221450535,2019-07-29,Bakers,"[('Olivia x460', 2), ('Universe Note', 1)]",5900.0,,-37.808938,144.9838767,0,5950.19,Winter,False,1.0056,not unlocked... came locked to at&t and at&t sucks,0.0
ORD221317,ID0168408643,2019-02-23,Thompson,"[('Thunder line', 2), ('iStream', 2), ('Toshika 750', 1)]",8980.0,77.85,-37.8118428,144.95987490000005,5,8608.85,Summer,False,1.13,five stars very nice phone.. the perfect battery,1.0
ORD439368,ID1132053694,2019-08-22,Thompson,"[('Olivia x460', 1), ('Candle Inferno', 2), ('pearTV', 2)]",14705.0,61.47,-37.8173765,144.94597199999995,25,11090.22,Winter,True,0.5324,"the way they make note 5 is very very stupid. the phone do not take ds card the way they make note 5 is very very stupid. the phone do not take ds card. who those that, a big phone like that. i always look olivia universe but this one is stupid. the pen can go in any how they have to remember we have kids. they want to kknow think",0.0
ORD393493,ID0294624930,2019-11-01,Nickolson,"[('Olivia x460', 1), ('pearTV', 2)]",13845.0,58.69,-37.8190847,144.963387,15,11826.94,Spring,False,0.5448,do not buy this phone poor call quality with a speaker phone that isn't even usable due to the plastic sound that causes call to sound so muffled that you can't make anything out. basic features such as orientation lock and programming call waits when dialing are missing. this is an incomplete poorly built phone at best.,0.0
ORD278433,ID0036821291,2019-09-12,Nickolson,"[('iStream', 2), ('Olivia x460', 1), ('Alcon 10', 2)]",19425.0,78.51,-37.8237214,144.9625764,5,18532.26,Spring,False,0.8377,low quality ok temporary cell phone. i like the alot 4g better.,1.0
ORD488476,ID0060088414,2019-08-19,Nickolson,"[('pearTV', 1), ('Candle Inferno', 1), ('iStream', 1), ('Thunder line', 1)]",9070.0,63.41,-37.8204355,144.98416819999997,10,8226.41,Winter,True,1.3016,the product that i was told did not work the connector for the charger does not work at all this is horrible can i charge my phone and i buy a plug loose charger harbor horrible product completely dissatisfied you guys should be ashamed of yourselves!,0.0
ORD113689,ID1545387649,2019-07-06,Thompson,"[('Alcon 10', 2), ('Universe Note', 1), ('iStream', 1), ('iAssist Line', 1)]",23725.0,69.51,-37.8009923,144.9566858,15,20235.76,Winter,False,1.5512,works perfectly i got this used like new and its on great condition i placed the ... works perfectly i got this used like new and its on great condition i placed the costa rican chip (moviestar ) and it worked instantly no issues,1.0
ORD433191,ID1283628979,2019-05-22,Thompson,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760.0,68.23,-37.7997439,144.955229,15,6664.23,Autumn,False,1.6083,i love having an iassist!,1.0
ORD488828,ID0844496107,2019-08-05,Thompson,"[('pearTV', 1), ('Universe Note', 2)]",13210.0,51.0,-37.8196075,144.95202769999997,5,12600.5,Winter,False,0.8866,"have so many problems with the phone. can’t connect ... have so many problems with the phone. can’t connect wifi every now and then, can’t receive call every now a then, really weak connectivity all the time. the list goes on .... i wonder if i still have the factory warranty to return it.",0.0
ORD259650,ID5402876191,2019-02-07,Nickolson,"[('Lucent 330S', 2), ('Universe Note', 1)]",5910.0,72.42,-37.8204562,144.97687380000005,10,5391.42,Summer,False,0.6764,four stars great phone for the price,1.0
ORD094207,ID3555802214,2019-04-09,Thompson,"[('Lucent 330S', 2), ('iAssist Line', 1), ('Candle Inferno', 1)]",5115.0,68.34,-37.8058242,144.93668689999996,0,5183.34,Autumn,False,1.1895,i've had the first gen thunder since it first came out and it has worked well for me. i purchased the 2nd gen during gold day and so far i'm happy. it seems to have an improved speaker which provides enhanced sound for music and such.,1.0
ORD191468,ID0259616740,2019-02-24,Thompson,"[('Candle Inferno', 1), ('iAssist Line', 2), ('Universe Note', 2)]",,91.94,-37.8080788,144.9516851,0,,Summer,True,0.653,love our thunder! thing the full size version sounds better though.,1.0
ORD384971,ID1657117467,2019-09-24,Bakers,"[('Toshika 750', 2), ('pearTV', 2)]",21260.0,105.7,-37.8138993,145.0072957,0,21365.7,Spring,True,1.1464,"works great, can't tell it was refurbished and set up in kids mode.  i have 3 in my home and will be adding more. i love these things.",
ORD047499,ID2948774556,2019-03-03,,"[('Toshika 750', 1), ('Thunder line', 1), ('Olivia x460', 1), ('iStream', 2)]",8025.0,80.07,-37.8080206,144.9697885,10,7302.57,Autumn,True,,"easy setup with great sound, i would rate this unit a 10 +++++, and a must have for the office and home. l am looking add other devices (locks, and lights) for my home.",1.0
ORD072082,ID0373644742,2019-08-07,Thompson,"[('pearTV', 2), ('iStream', 1)]",12770.0,82.54,-37.8088818,144.9283336,25,9660.04,Winter,True,1.7009,"olivia g550t the olivia g550t is a good phone for the money and with the sd card, along with the internal storage, i have no lagging which is great. i'm happy with this phone.",1.0
ORD092585,ID0847526399,2019-11-16,Nickolson,"[('Alcon 10', 1), ('iAssist Line', 1)]",11175.0,99.33,-37.8234934,144.9699862,10,10156.83,Spring,True,0.5466,great phone . love it! awesome phone. all the features needed and looks chic. red with clear case looks awesome,
ORD232513,ID0131238848,2019-12-29,,"[('iAssist Line', 2), ('iStream', 2)]",4750.0,93.88,-37.8134396,144.96200980000003,0,4843.88,Summer,True,,lucent g7 plus awesome phone for the money!! workes perfect with t-mobile! i had a one plus 6 which was great except for battery life!! this phone is as good with awesome battery life at half the cost!!!!,1.0
ORD441529,ID2372885313,2019-10-07,Bakers,"[('iStream', 1), ('pearTV', 1), ('Candle Inferno', 2), ('Lucent 330S', 2)]",9780.0,99.82,-37.809839200000006,144.98912,25,7434.82,Spring,True,0.5378,"love this phone! i bought this for the front facing camera to replace my 520, which was fine. the phone is wonderful! i love the camera and it is slightly larger than the screen on my 520 so it's much easier to use! i am a huge fan of windows phones and this is my favorite!",1.0
ORD333139,ID1492153093,2019-12-24,Thompson,"[('iStream', 1), ('Lucent 330S', 1), ('iAssist Line', 1), ('Universe Note', 2)]",10505.0,89.65,-37.8125285,144.9538705,0,10594.65,Summer,True,0.5984,olivia is always great good quality- price,1.0
ORD181760,ID0358731576,2019-05-24,Nickolson,"[('pearTV', 2), ('Universe Note', 2), ('Toshika 750', 2), ('Candle Inferno', 1)]",,65.75,-37.819802,144.9844123,5,,Autumn,False,1.3137,cheap and useful huawei always gives us surprise! this price phone is amazing:d,1.0
ORD177753,ID0283334268,2019-05-03,Thompson,"[('Toshika 750', 2), ('pearTV', 2)]",21260.0,,-37.8027797,144.9560465,15,18153.9,Autumn,True,1.3551,contento perfecto me funciono en honduras con la compañia claro y lo utilice para viajes y no me ha fallado,1.0
ORD180795,ID4313862234,2019-02-28,Bakers,"[('iAssist Line', 1), ('Thunder line', 2), ('Candle Inferno', 2)]",7445.0,74.14,-37.81812539999999,144.9909146,10,6774.64,Summer,False,0.9814,battery life is excellent ship on time. what i expected.,1.0
ORD396329,ID0030287876,2019-08-25,Bakers,"[('iStream', 1), ('Toshika 750', 2), ('Candle Inferno', 1)]",9220.0,56.75,-37.8223506,145.0141094,15,7893.75,Winter,False,2.1557,"one star it is dead after 6 months, wtf happened, i dont know",
ORD031515,ID0356096365,2019-12-13,Bakers,"[('Universe Note', 1), ('iAssist Line', 1), ('Toshika 750', 2), ('Alcon 10', 2)]",32215.0,94.07,-37.8191587,144.9932373,15,27476.82,Summer,True,1.0349,awesome i can use thia cellphone in usa and honduras. no problem at all. as well i use it with dounle sim.,1.0
ORD303060,ID0052599838,2019-06-09,Thompson,"[('pearTV', 2), ('Candle Inferno', 2), ('iAssist Line', 1)]",15705.0,,-37.8045856,144.95544730000003,15,13415.96,Winter,False,1.1634,perfect. better than my thought from the perfect. better than my thought from the description,1.0
ORD329551,ID2183290188,2019-02-05,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 1)]",18330.0,79.28,-37.8075089,144.962853,0,18409.28,Summer,False,1.3674,great phone it's a great phone. battery life could be a bit better.,1.0
ORD031197,ID0575379896,2019-12-14,Nickolson,"[('Toshika 750', 2), ('Alcon 10', 1), ('iStream', 1)]",17740.0,97.12,-37.8200722,144.98246899999995,25,13402.12,Summer,True,1.1478,"alcon 7 recibido en perfectas condiciones en perfectas condiciones, la batería se termina más rápido de lo normal, nada más",1.0
ORD380443,ID0472236203,2019-06-13,Nickolson,"[('Olivia x460', 2), ('Toshika 750', 1), ('Thunder line', 2), ('iStream', 1)]",11280.0,84.79,-37.800262,144.96629109999995,10,10236.79,Winter,True,2.0608,price is great works perfectly great phone ! performance and durability,1.0
ORD198085,ID0591408809,2019-09-28,Nickolson,"[('pearTV', 2), ('Toshika 750', 1), ('Candle Inferno', 2)]",17800.0,74.7,-37.81977360000001,144.9613752,10,16094.7,Spring,False,0.7308,nice pre-paid phone for the price it is all i need even has a camera. i use it for emergencies only and it works great. easy to use.,1.0
ORD360704,ID0363389341,2019-07-02,Thompson,"[('Alcon 10', 1), ('Thunder line', 1), ('Universe Note', 1), ('pearTV', 1)]",20890.0,70.73,-37.7993149,144.9602499,15,17827.23,Winter,False,1.8855,performance is great no problems purchased this for my mother it’s easy to use and has a large screen display it’s been a very good phone,1.0
ORD417323,ID0681284972,2019-08-13,Bakers,"[('iStream', 2), ('iAssist Line', 1), ('Thunder line', 1)]",4705.0,64.26,-37.81323920000001,144.9906576,10,4298.76,Winter,False,0.5405,shop digico working great,1.0
ORD115440,ID0260907223,2019-07-05,Bakers,"[('Toshika 750', 1), ('Alcon 10', 2), ('iStream', 1)]",22370.0,69.02,-37.823749,145.0088206,10,20202.02,Winter,True,1.9421,use phone an i paid for a new phone the phone is a use phone when i did the ordering it was for a new phone i am very disappointed . so what u saying for this was it a miss take .it will only stay change for less them an hour .,0.0
ORD489661,ID6167265872,2019-04-29,Nickolson,"[('Olivia x460', 2), ('Lucent 330S', 1)]",3680.0,64.56,-37.8153597,144.96662959999995,0,3744.56,Autumn,False,0.4424,five stars this phone does everything you could want it to.,
ORD448541,ID4326586192,2019-06-08,Nickolson,"[('Alcon 10', 2), ('iStream', 1), ('Lucent 330S', 2)]",20510.0,,-37.8103246,144.961283,0,20576.62,Winter,False,1.1731,"five stars perfect, just what expected.",1.0
ORD100379,ID1833115014,2019-06-17,Thompson,"[('Alcon 10', 2), ('Olivia x460', 2)]",20350.0,49.69,-37.8076815,144.9544519,15,17347.19,Winter,False,0.8546,"no longer works after less than 3 weeks. after having the phone only since latter part of october, it has since stopped working and will not receive incoming calls rendering it useless. spent almost 3 hours with carrier and tech support to no avail.",0.0
ORD434217,ID1449431342,2019-09-27,Nickolson,"[('Thunder line', 1), ('Alcon 10', 2), ('Lucent 330S', 2)]",22540.0,100.16,-37.8133334,144.9739012,15,19259.16,Spring,True,0.6996,i love my thunder spot that my daughter and son in law got me for my birthday. iassist wakes me each morning and plays music when i ask.,1.0
ORD161226,ID0370230599,2019-01-02,Nickolson,"[('Lucent 330S', 2), ('iStream', 1), ('Thunder line', 1), ('Universe Note', 1)]",8240.0,,-37.798632,144.9665798,15,7092.55,Summer,False,2.2375,"this is a good phone. the only thing i don't like about ... this is a good phone. the only thing i don't like about it is the camera, pictures come out grainy.",1.0
ORD353749,ID0128876909,2019-04-04,Bakers,"[('Universe Note', 2), ('iStream', 2)]",,64.91,-37.8029669,144.9971376,10,,Autumn,False,0.8002,four stars great performance,1.0
ORD246881,ID0319157063,2019-02-13,Nickolson,"[('pearTV', 1), ('Universe Note', 1)]",9760.0,98.14,-37.80602329999999,144.9674647,25,7418.14,Summer,True,1.4114,"great phone i love this phone. it something new for me and camera takes great pictures but its not a lot of apps for windows phone such as instagram. but its great apps for photo n xbox live games.. i guess my phone look brand new, it was unlock for tmobile n i'm able to send pictures.",1.0
ORD314109,ID0589426176,2019-03-04,Nickolson,"[('pearTV', 2), ('Universe Note', 1)]",16070.0,66.86,-37.80945120000001,144.97270840000004,0,16136.86,Autumn,False,1.0551,five stars i love it!!,1.0
ORD053021,ID2975216748,2019-03-14,Thompson,"[('iStream', 1), ('Olivia x460', 2)]",2600.0,53.53,-37.7989308,144.9592816,10,2393.53,Autumn,False,1.8692,don't buy it it breaks every other day and i have to constantly root it to make it work again. it freezes 4-5 times a day. this was the worst purchase ever.,0.0
ORD358663,ID0356125376,2019-10-16,Nickolson,"[('Candle Inferno', 2), ('Thunder line', 2)]",5220.0,77.76,-37.8180788,144.9811044,25,3992.76,Spring,False,1.0176,"great! but... great phone in great shape. just some minor scratches. battery sucks, as expected, though.",1.0
ORD264080,ID0554240024,2019-06-17,,"[('Candle Inferno', 2), ('pearTV', 1)]",7170.0,66.1,-37.8210134,144.9472586,15,6160.6,Winter,False,,five stars great phone. like new.,1.0
