order_id,customer_id,date,nearest_warehouse,shopping_cart,order_price,delivery_charges,customer_lat,customer_long,coupon_discount,order_total,season,is_expedited_delivery,distance_to_nearest_warehouse,latest_customer_review,is_happy_customer
ORD492425,ID0650269226,2019-07-26,Nickolson,"[('Universe Note', 1), ('Toshika 750', 2), ('iStream', 2)]",12390,77.04,-37.8144776,144.9788447,15,10608.54,Winter,True,0.937,beautiful blows alcon out of the water crazy phone huge screen fast and i haven't had a problem yet. the battery life is great and i'm also a huge fan of the speak texting it has i could never go back to alcon. if your thinking about this phone then get it,True
ORD419267,ID3212024914,2019-03-26,Thompson,"[('Thunder line', 2), ('Universe Note', 1), ('Toshika 750', 1), ('Lucent 330S', 1)]",13360,63.83,-37.808468100000006,144.94784199999995,5,12755.83,Autumn,False,0.473,as advertisered like everything so far.,False
ORD167809,ID0287629361,2019-07-22,Thompson,"[('Thunder line', 2), ('Candle Inferno', 1), ('Lucent 330S', 1), ('Universe Note', 2)]",12920,51.11,-37.8039972,144.9500263,0,12971.11,Winter,False,1.0002,one star the phone didn't work properly. seller refunded with no difficulty.,False
ORD428218,ID0549746562,2019-04-21,Bakers,"[('Alcon 10', 2), ('iStream', 2)]",18200,62.87,-37.812769,144.9892472,5,17352.87,Autumn,True,0.6102,returned it in 2 days. digital assistants have a long way to go.,False
ORD074324,ID0660546024,2019-04-27,Bakers,"[('Universe Note', 2), ('pearTV', 1)]",13210,78.56,-37.8116683,144.990938,15,11307.06,Autumn,True,0.421,five stars excellent phone,True
ORD357810,ID2185303477,2019-03-05,Thompson,"[('iStream', 1), ('Candle Inferno', 2)]",1010,68.76,-37.7995098,144.93537769999998,15,927.26,Autumn,True,1.7901,he likes these phones! my husband likes these phones because of their durability and simplicity!,True
ORD240043,ID0227324467,2019-12-21,Bakers,"[('Lucent 330S', 1), ('Alcon 10', 2), ('iAssist Line', 2), ('Olivia x460', 1)]",24805,77.06,-37.8003853,144.9894761,15,21161.31,Summer,True,1.1836,"doesn't work with my fairly new smart tv, but that's mainly the tv manufacturers(lg) fault due to not supporting anything older than tvs from this year. my smart locks also need an additional piece of equipment in order to connect as well. speakers sound great and works very well.",True
ORD474259,ID0579999196,2019-05-17,Thompson,"[('pearTV', 2), ('iAssist Line', 2), ('Toshika 750', 2)]",25710,82.77,-37.8059927,144.93250980000005,25,19365.27,Autumn,True,1.4807,happy! i am so happy with this phone!,True
ORD040031,ID4315827374,2019-06-07,Bakers,"[('Universe Note', 2), ('Candle Inferno', 2)]",7760,79.39,-37.8197631,144.9989418,25,11608.45,Winter,True,1.1351,tops good all rounder.,True
ORD237807,ID0634784174,2019-08-06,nickolson,"[('iAssist Line', 1), ('Lucent 330S', 1), ('Universe Note', 2), ('iStream', 2)]",10655,65.13,-37.8161613,144.9390294,15,9121.88,Winter,False,0.8066,get it the finger print reader is great and the batery life is so good and also the face reconiction is sooo awsome,True
ORD228943,ID0583242777,2019-29-05,Nickolson,"[('pearTV', 2), ('iStream', 1), ('iAssist Line', 2)]",17220,76.68,-37.815142,144.97491580000005,10,15574.68,Autumn,True,0.6085,"better luck next time. it's a little meh. the design is nice and all. but i'd rather use another phone after 5 months of using it. and i normally change phones every 2 years. i thought xp would bust out a shocker, but nah.",True
ORD365248,ID0128893036,2019-09-11,Bakers,"[('Olivia x460', 1), ('iStream', 2), ('Toshika 750', 2), ('Candle Inferno', 1)]",8835,80.12,-37.8014629,145.0065284,5,10145.37,Spring,False,1.3746,i was impressed on how well it was new in the box like they said it would be my husband loves his new phone! i was impressed on how well it was new in the box like they said it would be! thank you!,True
ORD024134,ID0746907669,2019-09-21,Bakers,"[('pearTV', 1), ('Olivia x460', 1)]",7535,91.53,145.0171451,-37.8259922,5,7249.78,Spring,False,2.6237,very good phone nice phone. wish it came with original box.,True
ORD008146,ID0746912588,2019-06-27,Nickolson,"[('Olivia x460', 2), ('Universe Note', 2), ('Thunder line', 1), ('Lucent 330S', 2)]",13990,69.17,-37.8241958,144.9840063,10,12660.17,Winter,False,1.4158,use digico to upgrade your verizon accounts! excellent process...and the phone is fantastic!,True
ORD369661,ID3259282309,2019-03-28,Thompson,"[('Candle Inferno', 1), ('pearTV', 2), ('Toshika 750', 1)]",22690,79.92,-37.8185708,144.949626,5,16581.42,Autumn,True,0.6939,"best phone i have ever had i have it for over 2 months and it works smooth without any problems, the phone is amazing, i change it only once a day even though i'm a heavy user. best phone i have ever had so far",True
ORD042580,ID2314545796,2019-11-15,Bakers,"[('Olivia x460', 1), ('iAssist Line', 1), ('Thunder line', 1)]",5630,75.74,144.98796919999995,-37.8051437,25,4298.24,Spring,False,0.8365,"wonderful phone this may be the best smartphone i have ever had, and i've had a lot!",True
ORD133545,ID6226313846,2019-07-27,Nickolson,"[('Candle Inferno', 2), ('Alcon 10', 2), ('Thunder line', 1), ('Universe Note', 1)]",24390,79.02,-37.8189618,144.98182930000004,0,3723.79,Winter,True,1.0805,battery life is great battery life is great. i like it. it suits my needs.,True
ORD426426,ID5957906944,07-02-2019,Nickolson,"[('Lucent 330S', 2), ('iStream', 1)]",2610,87.14,-37.8000517,144.9745569,0,2697.14,Summer,False,2.1106,/// receive early then expect....everything is good....i love it..thanks,True
ORD416116,ID6197211194,2019-06-20,Thompson,"[('Olivia x460', 2), ('iAssist Line', 1), ('Thunder line', 2), ('pearTV', 2)]",21655,81.89,144.92715619999996,-37.814871200000006,5,20654.14,Winter,True,1.7682,pretty good no issues.. better than my s8,True
ORD242973,ID1463620628,2019-03-24,Bakers,"[('iStream', 2), ('Olivia x460', 1)]",1525,65.85,-37.816173,145.00740380000005,15,1362.1,Autumn,False,1.2722,two stars the audio not workin have eco,False
ORD075824,ID1679232398,2019-23-12,Bakers,"[('Thunder line', 2), ('iAssist Line', 1), ('Candle Inferno', 1), ('Olivia x460', 1)]",8240,74.99,-37.8015617,144.9967754,5,7902.99,Summer,False,0.9487,best android phone available brilliant phone. the large screen is usable as the bezzles are almost non-existant. phenomenal camera. battery life is fine if you lower the resolution (when you know you will have a long day). watch mkbhd's review on youtube to get the full jist.,True
ORD108663,ID0356096360,2019-03-30,Bakers,"[('Candle Inferno', 2), ('pearTV', 2), ('Toshika 750', 1), ('iStream', 2)]",4610,80.49,-37.81891160000001,144.9927827,10,16370.49,Autumn,True,1.0156,"as expected as described... clean product. no scratches. super on time, delivered a day before ! s4 great upgrade from my s3.",True
ORD258808,ID0319617926,2019-09-21,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 2)]",13090,101.25,-37.8111243,145.0017881,15,11227.75,Spring,True,0.5901,a must buy great price phone works well great buy,True
ORD184467,ID2296608743,2019-11-29,Bakers,"[('iAssist Line', 1), ('Alcon 10', 2)]",20125,80.16,-37.822614,145.0000425,25,15173.91,Spring,False,1.4669,good product good product ... advice to buy it.,True
ORD094637,ID2305963357,2019-03-29,Bakers,"[('Thunder line', 2), ('Toshika 750', 1), ('Olivia x460', 1)]",13270,70.43,-37.82483320000001,145.003469,25,7499.18,Autumn,False,1.8035,great product. works well,True
ORD043441,ID5424203859,2019-12-19,Nickolson,"[('Universe Note', 1), ('Thunder line', 2), ('Lucent 330S', 1)]",9040,78.01,-37.8234924,144.9808826,15,7762.01,winter,False,1.1358,"beautiful phone! this phone is great! very beautiful. the shipping was fast except i had to bug down dhl cause they keep delaying custom and wont notify or tell you why. no scratches or glitches that i can see so far. came with plastic screen protector, definitely need to get a case. pretty happy :)",True
ORD123810,ID3518544268,2019-08-16,Bakers,"[('Olivia x460', 1), ('Candle Inferno', 1), ('Thunder line', 2)]",6015,75.62,-37.803445,144.99141200000003,25,4586.87,Winter,True,1.1725,thumbs up camera could be better but loved the phone.,True
ORD077526,ID0304536850,2019-04-26,Bakers,"[('iStream', 2), ('Universe Note', 1), ('Alcon 10', 2)]",21650,70.67,-37.82528350000001,145.011873,25,16308.17,Autumn,False,2.2444,good a few scratches here and there but it works like a charm!,True
ORD255024,ID0777775583,2019-31-05,Thompson,"[('pearTV', 2), ('Lucent 330S', 1)]",13850,79.96,-37.805233,144.9506585,0,13929.96,Autumn,True,0.8863,five stars i'm very happy with the phone. i love it. thank you :),True
ORD022152,ID5457981821,2019-06-15,Thompson,"[('pearTV', 2), ('iAssist Line', 1), ('Universe Note', 1)]",18295,67.46,-37.8220982,144.9383513,5,17447.71,Winter,False,1.2994,"four stars more than pleased. the handset looks great, its very well built and tough.",True
ORD473706,ID3933095112,2019-12-19,Nickolson,"[('iStream', 1), ('Lucent 330S', 1), ('Candle Inferno', 2), ('Universe Note', 1)]",5690,77.0,-37.8074398,144.9705945,25,4344.5,Summer,True,1.2452,highly recommended was a great purchase and the seller was very helpful.,True
ORD392537,ID6167441033,2019-06-29,Nickolson,"[('Toshika 750', 2), ('Candle Inferno', 1)]",9070,77.1,-37.8097097,144.9612294,25,6879.6,Winter,True,1.2304,"so good. so far, so good.",True
ORD318309,ID6167285754,2019-08-06,Thompson,"[('Toshika 750', 2), ('Universe Note', 2)]",15540,74.4,-37.8130719,144.9512926,10,14060.4,Winter,True,0.3741,excellent phone! phone works great and is highly recommended. if you have sprint be prepared to jump through many hoops to get this phone activated on their network...,True
ORD430257,ID2143504471,2019-10-19,Thompson,"[('iStream', 2), ('iAssist Line', 1)]",2525,57.66,-37.8152244,144.9489969,15,2203.91,Spring,True,0.3308,"decepcionado met on-time delivery, but i am not satisfied that acquired the phone with the feature released, since i am venezuelan, to insert the sim card not accepted, asking me for a pin code in order to access the system or record the phone , which is not shipped with the package and therefore i could not give my phone use. locked.",False
ORD079591,ID0576874824,2019-02-27,Bakers,"[('Toshika 750', 1), ('Universe Note', 2), ('pearTV', 1)]",17530,86.99,-37.824134,144.9900841,0,17616.99,Summer,True,1.6376,their customer service is horrible. i returned it to digico junk. net 10 couldn't even get it to work or load minutes. one tech said it was used previously. avoid all net 10 phones in my opinion. their customer service is horrible. i returned it to digico.,False
ORD213815,ID2383211199,2019-04-02,Nickolson,"[('Universe Note', 2), ('iAssist Line', 2)]",11350,66.73,-37.8095512,144.963753,5,10849.23,Autumn,False,1.1285,storage to sd card. this is a nice flagship from toshika they have done a great job with the storage allowing some apps to go to the sd card.,True
ORD215075,ID0241807192,2019-07-28,Bakers,"[('pearTV', 2), ('Toshika 750', 2), ('Olivia x460', 1), ('Alcon 10', 2)]",40385,75.03,-37.8098341,144.9890733,10,36421.53,Winter,True,2.2444,very satisfied happy,True
ORD209082,ID3882858365,2019-23-04,Nickolson,"[('Olivia x460', 2), ('iStream', 2)]",2750,62.43,-37.8168465,144.9700114,25,2124.93,Autumn,False,0.1988,very good reliable great photos good battery,True
ORD455240,ID0355819078,2019-02-06,Bakers,"[('Lucent 330S', 1), ('Olivia x460', 2), ('iStream', 1), ('Candle Inferno', 2)]",4690,54.73,-37.8071296,144.9957194,10,4275.73,Summer,False,0.322,dont buy did not work,False
ORD362741,ID0746912634,2019-11-16,Nickolson,"[('pearTV', 2), ('Olivia x460', 1), ('Lucent 330S', 2), ('iAssist Line', 2)]",20755,108.7,-37.8257466,144.9844918,5,19825.95,spring,True,1.5361,five stars my girl love this thing,True
ORD285287,ID5276518426,2019-05-19,Nickolson,"[('Toshika 750', 2), ('iStream', 1), ('pearTV', 2)]",21410,50.54,-37.81201770000001,144.9784624,15,9322.83,Autumn,False,1.0725,"selling lost/stolen items i received this today, went to have it activated and it is showing as a lost/stolen phone.",False
ORD275513,ID0579418098,2019-01-10,Nickolson,"[('iStream', 2), ('pearTV', 1), ('Lucent 330S', 1)]",7840,73.01,-37.8265624,144.9743124,5,7521.01,Summer,False,0.5959,looks it looks so good. i want it <3,True
ORD435589,ID1224821936,2019-05-01,Thompson,"[('iAssist Line', 2), ('Thunder line', 1)]",6630,66.35,-37.8121117,144.9382965,0,6696.35,Autumn,False,0.774,perfect!  fast shipment and packaging.  worked as intended.,True
ORD422869,ID0222987367,2019-03-18,Bakers,"[('Thunder line', 1), ('Toshika 750', 2), ('Lucent 330S', 2), ('iStream', 2)]",13580,65.45,-37.8067851,144.9880745,15,11608.45,spring,False,0.7239,this phone is durable. this is the first phone i bought online and i am not disappointed. so far i have dropped it 4 times without a case and it did not take any damage.,True
ORD113092,ID0248746725,2019-05-08,Bakers,"[('Candle Inferno', 2), ('Universe Note', 2), ('iStream', 2)]",8060,62.06,-37.8151859,144.9939064,0,8122.06,Autumn,True,0.5894,i am disappointed the phone key pads dont work and i'm not getting a reply from the seller,False
ORD431181,ID0123349505,2019-01-05,Thompson,"[('iStream', 2), ('Universe Note', 2), ('Lucent 330S', 1)]",8430,107.65,-37.7990008,144.9274382,5,8116.15,Summer,False,2.3016,"excelentisimo una inversion excelente y por el precio super bien. descarga e instala aplicaciones como un rayo, de verdad muy buen equipo buen sonido en general cuper contento, muy hermoso el diseño en blanco",True
ORD117314,ID1449295048,2019-03-10,Nickolson,"[('iAssist Line', 1), ('iStream', 2)]",2525,65.36,-37.8165922,144.98264619999995,0,2590.36,Autumn,True,1.5133,just bought it and not really happy i really expected more from digico,False
ORD490560,ID6167265878,2019-09-11,Nickolson,"[('iAssist Line', 2), ('Universe Note', 1), ('Lucent 330S', 1)]",9130,74.5,-37.8134831,144.9657406,10,8291.5,Spring,False,0.6604,"no sim card good condition phone and it works, but no sim card like with new s4 phones.",True
ORD149764,ID0634783053,2019-08-11,Thompson,"[('Thunder line', 1), ('Alcon 10', 1)]",11130,77.05,-37.8118411,144.9389553,10,10094.05,Winter,True,0.7195,"great for emergency preparedness these are great and so cheap i bought 3 of them last year when best buy had them for $5 a piece. i've used them when i was in between phones, and i also keep some in a first aid backpack because even without a phone plan they are able to call 911 in an emergency.",True
ORD264366,ID2975229843,2019-10-24,Thompson,"[('Olivia x460', 2), ('Universe Note', 1), ('pearTV', 2)]",15500,70.48,-37.8003308,144.9582336,0,15570.48,Spring,False,1.6887,worst alcon i ever bought anytime you took a picture on silent it still made a noise and they didn’t tell me that very disappointed,False
ORD108033,ID6167344504,2019-03-20,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Thunder line', 1), ('iStream', 2)]",11595,67.09,-37.8071015,144.9659105,10,10502.59,Autumn,False,1.3189,great phone and company is super helpful great phone and company is super helpful. but for me after 2 batteries i can say that the phone isn't great as far as battery life.4-5hrs tops before u have to charge back up. i give it 4 🌟 only because the company is great to work with!,True
ORD404255,ID0387153074,2019-28-01,Thompson,"[('Alcon 10', 1), ('Olivia x460', 2), ('Universe Note', 1), ('iAssist Line', 2)]",19300,99.71,-37.8025386,144.952631,5,18434.71,Summer,True,1.2296,five stars love it! one of the best phones ever made just see the reviews,True
ORD380146,ID2968356433,2019-11-29,Bakers,"[('Toshika 750', 2), ('Thunder line', 1), ('Candle Inferno', 1), ('Lucent 330S', 2)]",13710,99.15,-37.80963320000001,145.0025106,5,13123.65,spring,True,0.6414,cheap compared to quality good cellphone,True
ORD163608,ID0664379338,2019-09-13,Nickolson,"[('pearTV', 2), ('Candle Inferno', 2)]",13480,73.04,-37.8203466,144.9657142,15,11531.04,Spring,False,0.3897,five stars great phone. highly recommend.,True
ORD309248,ID4794459318,2019-05-29,Thompson,"[('Alcon 10', 2), ('Thunder line', 1)]",24210,68.3,-37.8040696,144.9335986,15,20646.8,Autumn,False,1.5234,five stars best phone ever,True
ORD306466,ID0266739855,2019-08-06,Bakers,"[('iAssist Line', 1), ('Candle Inferno', 1), ('Universe Note', 2)]",22760,55.82,-37.824365,144.9918591,25,7222.07,Winter,False,1.6268,did not work returned did not work well t mobile my area,False
ORD284978,ID0370750748,2019-04-08,Bakers,"[('Universe Note', 1), ('Candle Inferno', 1)]",3880,49.71,-37.812085,144.9884869,25,2959.71,Autumn,False,0.6371,"waste of money phone became extremely sluggish after about 2 weeks of use. it's been 2 months now, and it's almost unusable. waste of money.",False
ORD244192,ID2189269632,2019-06-01,Nickolson,"[('Toshika 750', 2), ('iAssist Line', 1), ('Olivia x460', 1), ('Alcon 10', 1)]",21040,66.11,-37.820933,144.9614707,0,21106.11,Winter,False,0.7567,"great tablet for kids, and for the price a great value.",False
ORD200126,ID0775933297,2019-11-11,Thompson,"[('iAssist Line', 2), ('Thunder line', 1), ('Olivia x460', 2)]",9080,78.39,-37.8058503,144.9593619,0,15577.55,Spring,False,1.3212,five stars nice phone for good price.,True
ORD052223,ID0243097134,2019-11-02,Nickolson,"[('Universe Note', 2), ('Candle Inferno', 1), ('Alcon 10', 1)]",16280,99.92,-37.8230078,144.9652809,5,15565.92,Spring,True,0.6183,phone came very clean!!! for what i ... phone came very clean!!! for what i paid for this phone i would of paid double!!! the only thing missing was the original box and instructions if not i swear this phone just came out of the box new!! thank so much!!!,True
ORD371672,ID0581705123,2019-06-29,Thompson,"[('pearTV', 2), ('Olivia x460', 2), ('iAssist Line', 1)]",17295,56.88,-37.8056902,144.92662880000003,5,16487.13,Winter,False,1.9585,"useless garbage poor battery performance, full charge ran out after a few hours of use. wouldn't maintain a 4g signal and had issues with the touch screen. i don't think they are refurbishing these to olivia's standards.",False
ORD152045,ID0593055577,2019-03-01,Nickolson,"[('Thunder line', 1), ('Candle Inferno', 2)]",3040,49.99,-37.8114635,144.963864,5,2937.99,Autumn,False,0.9383,worst battery life poor very poor battery life bought this phone less than 3 months and it just suddenly stop charging.i bought multiple a50 charges and blocks and it still not charging,False
ORD448177,ID2810326445,2019-03-30,Nickolson,"[('Candle Inferno', 1), ('Lucent 330S', 2)]",2890,66.89,-37.8069623,144.97564119999996,5,2812.39,Autumn,False,0.1284,five stars great price,True
ORD307844,ID5058108347,2019-06-18,Nickolson,"[('Toshika 750', 1), ('Lucent 330S', 2), ('iStream', 1)]",6930,76.94,-37.8224687,144.9684216,15,5967.44,Winter,True,0.4425,five stars works like a charm,True
ORD395851,ID0128882501,2019-12-27,Bakers,"[('iAssist Line', 2), ('pearTV', 2), ('Toshika 750', 2), ('Universe Note', 1)]",29160,79.8,-37.800973,144.9974642,10,26323.8,Summer,True,1.0234,i didn't like it because it didn't come with a sim card ... i didn't like it because it didn't come with a sim card normally when i order a phone it comes with one,False
ORD179898,ID5727168124,2019-12-26,Nickolson,"[('pearTV', 2), ('iStream', 2)]",8940,76.13,-37.8248005,144.9821471,5,8569.13,Summer,False,1.3054,"love it! ordered this phone for my daughter. device arrived on time, included a free sd card and was very easy to setup with our provider.",True
ORD313302,ID3215192042,2019-08-22,Thompson,"[('iAssist Line', 1), ('Candle Inferno', 1), ('iStream', 1)]",2805,75.13,-37.808744,144.9483529,25,2178.88,Winter,True,0.4517,"new isn’t always better... perfect. just what i ordered. as good as new, but without the price tag...",True
ORD217548,ID0355817578,2019-07-20,Bakers,"[('iAssist Line', 1), ('Lucent 330S', 2)]",4685,79.62,-37.7993735,144.9931864,5,4530.37,Winter,False,1.1961,five stars only bad thing is that some stuff i can't change from italian...otherwise love the 8,True
ORD301258,ID1668524077,2019-06-16,thompson,"[('Toshika 750', 2), ('Universe Note', 1), ('pearTV', 1), ('Thunder line', 2)]",22760,67.93,-37.8276586,144.9858855,0,22827.93,Winter,True,1.7552,do not recommend charger port broken and wifi keeps dropping. defective on arrival.,False
ORD026629,ID6167266585,2019-11-21,Nickolson,"[('Lucent 330S', 2), ('iStream', 2)]",2760,86.12,-37.8114136,144.96480659999997,0,2846.12,Spring,True,0.9017,product arrived broken when i received the item it was at 15% and when i plugged it in it would not charge and the battery would continue to drain. i called olivia and it was still under warranty so they are fixing the problem but it takes about 2 weeks extra. $400 for a broken product. certified refurbished but a problem this large was undetected.,False
ORD065449,ID6167489495,2019-11-28,Nickolson,"[('Universe Note', 2), ('Alcon 10', 2), ('Olivia x460', 1)]",26025,59.89,-37.8187933,144.9626141,25,19578.64,Spring,False,0.6104,"the alcon 8 plus stooped working with 4 months of use i went to pear customer service and as the warranty given by the seller was a 90-day warranty, the alcon could not be replaced. i used the alcon just for 4 months.",False
ORD415686,ID0145245978,2019-06-05,Nickolson,"[('Alcon 10', 1), ('Lucent 330S', 2)]",11410,62.72,-37.8164322,144.96011919999995,10,10331.72,Winter,True,0.8636,"universe s8 bought two universe s8s and they were as new upon arrival and my wife and i have been extremely happy with the phones, the price and the overall experience. would not hesitate to use again or to recommend to others.",True
ORD419252,ID0775945870,2019-11-18,Thompson,"[('Lucent 330S', 2), ('Thunder line', 1), ('iStream', 2)]",4940,89.44,-37.8062743,144.9595865,25,3794.44,Spring,False,1.3112,please dont buy this phone it not physical dual sim .it is usa version and the software changed to model n9600 and the seller cheated in description,False
ORD349578,ID6167489373,2019-04-08,Thompson,"[('Universe Note', 2), ('Lucent 330S', 1)]",8130,78.19,144.9575937,-37.8122482,0,8208.19,Autumn,True,0.9268,very good psxpro was wonderful. my phone came earlier than expected and in even better condition than expected! they were so nice and fast. would definitely buy from again,True
ORD204540,ID0777753012,2019-12-30,Bakers,"[('Lucent 330S', 2), ('iAssist Line', 1)]",4685,74.67,-37.8060123,144.9560517,25,3588.42,Summer,False,1.0835,"other than that so far it works great.: ) bought mine brand new and it works as it should, not the persons fault but the battery does die faster than the knock off brands and it gets a bit warmer than my liking. other than that so far it works great. :)",True
ORD156069,ID2442297411,2019-07-09,Thompson,"[('Thunder line', 1), ('Lucent 330S', 1), ('Toshika 750', 2), ('Alcon 10', 1)]",21000,59.76,-37.8177257,144.9518751,5,20009.76,Winter,True,0.7035,this is just a regular inferno tablet that has protective case.,False
ORD470908,ID2347007236,2019-12-08,Nickolson,"[('iStream', 2), ('iAssist Line', 1), ('Lucent 330S', 1), ('Olivia x460', 1)]",4980,74.02,-37.8161757,144.9452946,5,4805.02,Summer,True,0.42,"this phone is an absolute hunk of garbage! i am on the fourth phone in three ... this phone is an absolute hunk of garbage! i am on the fourth phone in three months, three of those in the last three weeks. microphone goes out and no one on the other end can hear r what you are saying. stay away!!!!!!",False
ORD182138,ID0846571197,2019-08-15,Nickolson,"[('Alcon 10', 2), ('Candle Inferno', 2)]",18760,72.0,-37.8183749,144.9687572,10,16956.0,Winter,True,0.074,best buy really good quality. no difference with alcon x,True
ORD428718,ID0030945324,2019-15-04,Nickolson,"[('iStream', 1), ('Candle Inferno', 1), ('iAssist Line', 2)]",5030,81.36,-37.808012100000006,144.97593419999995,25,3853.86,Autumn,True,1.305,"good phone, low price really good phone for the price it has. it was a present for my cousin's graduation, and he loved it",True
ORD221226,ID5680175093,2019-10-01,Bakers,"[('Lucent 330S', 2), ('Alcon 10', 2), ('Thunder line', 1), ('iStream', 2)]",22840,103.93,-37.8105006,144.9833791,25,17233.93,Spring,True,1.0439,five stars very nice cellphone.,True
ORD230347,ID1994687842,2019-12-30,Thompson,"[('Lucent 330S', 1), ('Thunder line', 1)]",3410,82.91,-37.8004023,144.9518424,25,2640.41,Summer,True,1.429,don't buy doesn't work period,True
ORD273561,ID0575380979,2019-07-24,Nickolson,"[('Lucent 330S', 1), ('Thunder line', 2), ('Alcon 10', 1), ('pearTV', 1)]",20850,65.56,144.9825612,-37.82028270000001,5,19873.06,Winter,True,1.1594,it works about 50% of the time when asking it a question.,False
